ID;Nombres_adultes;Nombre_personnes_foyer;Age_2eme_personne;Note_credit;Encours_credit;ID_PP;Encours_credit_habitat;Montant_flux_crediteur_M1;Montant_obligations;Montant_operation_crediteur_DAV_M1;Montant_operation_crediteur_DAV_M;Montant_operation_debiteur_DAV_M1;Montant_operation_debiteur_DAV_M;Montant_retrait_carte_M;Montant_retrait_carte_M1;CSP;Nombre_retrait_carte_M1;Nombre_retrait_carte_M1.1;Quantité_obligations;Nombre_connexion_appli_6M;Nombre_de_connexion_appli_semaine_6M;Nombre_connexion_site_6M;Duree_connexion_moyenne_6M;Montant_flux_crediteur_M;Montant_pret_banque;Output
952;1.064454917;1.163560564;2.841027419;0.306447638;-2046.40945;0f28e3e7fc6edee21442ea5e71858ccc0245a589;-3012.937245;-96.63723111;134043.8489;6344.295064;4230.796313;5449.370437;-4157.767492;-2.40057029;9.153584462;CSP+;-0.103494112;-0.012344587;236151.9799;-2.073173928;-2.950452724;-3.246416608;-5.653047544;2200.233833;128796.324;FAUX
953;2.08315822;2.090955421;79.40578791;0.450402555;10736.51083;b0f36e5b0dd9a41486ab7479d26efb7e307098e5;10217.7543;-1598.15267;240925.061;1314.310763;202.6291902;-2060.772896;-526.2605556;-25.39340505;-20.46957387;CSP+;-0.000427142;-0.093552902;-54214.7797;2.532328454;3.898805426;4.778390702;-14.89325834;1810.927867;129248.5208;FAUX
954;2.031155397;2.024674893;31.79681482;5.966400717;174613.7354;c2141829faafab0cdce70ae5f36c3e1b10caeb4f;174581.0501;-3199.098624;11928.60073;2810.709544;4028.932358;1711.85439;368228.0061;2.055089805;5.671493047;CSP-;0.040763226;9.08e-05;244824.2056;0.710506256;5.63153426;6.241394122;-23.48436711;5468.062862;181324.3405;FAUX
955;1.090935649;3.141665488;1.981313551;-0.016410539;18747.93668;b8e463ea001def454f72116e3be30d22225eb186;18885.80479;-541.6487225;10028.88212;2123.178072;2116.400043;818.5640712;1597.417042;12.27836229;1.422597984;CSP-;0.032796667;0.03299536;211166.0762;-1.718254364;-4.958889497;-5.786719148;21.73361608;1620.124029;135697.0135;FAUX
956;1.032710527;0.993997705;2.35192946;7.035187767;10503.30082;0e54b0fa0d2a6f1bf5da7525e6c4ee5c9be505ec;8951.017774;5171.192234;-2151.86092;138.0608494;2225.102292;-530.242721;6352.879769;-2.830275551;-8.584546197;CSP-;0.031199048;-0.009176498;86839.0735;0.230077218;-0.940160128;0.085680823;-6.560781454;224.2006785;134391.0262;FAUX
957;1.953000814;1.837991997;29.27233786;6.508748993;85805.43304;d0675a9636ba142a6237a17ac55de47b38b99923;86467.38417;5513.379059;-2819.830442;2546.423858;5361.716881;2599.067238;3901.812192;6.596204904;7.004756559;CSP+;-0.051458099;-0.103317001;103550.6858;14.53209762;14.74596099;16.12606995;78.75409436;5291.97765;88026.17838;FAUX
958;1.896941711;1.84736151;26.76887469;7.044221748;151943.9338;76d2b8d95886209f5cf74efa7c0822e384c81056;151623.2671;-517.4711417;4741.925629;3330.964626;2573.797917;3485.852047;2614.121216;-29.83878886;-33.16475825;CSP-;-0.115493287;-0.122609533;-22488.58566;2.391694702;-1.892627271;-2.816112549;75.96906269;3435.187778;127738.9758;FAUX
959;1.089087354;1.134785131;3.539471272;0.278578518;10422.55632;fc017d33fb795dc159a320ba2f1d5954640f594d;10788.00913;-71.12964948;6871.279449;1017.190545;1476.456773;4043.674348;2177.17219;3.509547428;-9.155544325;CSP+;-0.078331851;0.01001048;-19738.98547;-0.265417657;1.671554246;1.82540289;11.18658048;-1063.140795;135659.6322;FAUX
960;2.105427478;2.221311791;49.30415431;6.730415518;288458.8928;091543dc5f3ab5d399ca9fd08d48c59eef7a80c4;288562.4276;2294.231449;-1085.411785;6931.059177;1476.930305;7366.919608;6671.732972;99.40722641;248.4041136;CSP-;-0.003979287;-0.018288635;184734.7981;1.951473631;-0.365862738;1.177429687;66.04884318;2163.868047;129848.1337;VRAI
961;2.089341176;4.186429404;35.63391265;6.695032021;223817.9733;dc9cf4557f9ee183bbf680ba403f9049acbc6304;224300.8599;-2434.886809;5626.66962;4625.532972;3500.963474;5212.873877;219679.5329;3.899522414;-5.281840764;CSP-;-0.027051415;0.047463668;210078.3573;10.42251737;13.66934182;15.69707593;21.09039749;4750.845403;220566.6134;FAUX
962;1.903499811;1.816862468;24.66891657;13.50174605;233505.7633;e39fa1ea64b0a68e58f94232eca2423f22f6c99d;220223.7997;-612.0679038;5734.968954;13788.42572;21063.57329;17172.30436;531.1947656;13.55987393;5.067877952;CSP+;0.064789535;0.065540969;333464.6467;8.39434131;13.91561484;15.88797229;140.0159072;9284.612106;166215.8907;VRAI
963;1.990772711;2.975209847;45.77503503;-0.22869713;1814.962789;e811857b8c846ee975c9cf2beb52e1444db81338;2497.597608;7729.383298;11549.04621;520.2188632;619.0584349;1123.248389;-3457.736724;-17.02760992;-9.317513829;CSP+;-0.106248126;-0.020421684;456962.7188;7.500235078;6.436847486;11.41316263;130.6163425;-159.3394845;125577.8989;VRAI
964;1.064453794;2.029633156;1.753844847;0.010599755;2633.700787;8e415846800af2f3cebf1ce81bcb5947fd2388d5;3762.408613;2077.726349;4723.077821;828.722953;49996.57839;1112.522054;-3317.484803;1.153926883;2.524684014;CSP-;0.08985276;-0.007102943;258033.2645;-1.396856238;1.867066609;1.378075217;22.84635349;293.5973123;136446.0209;FAUX
965;2.04798615;1.997965803;64.11451361;6.053306184;91493.58853;967fcba2d5fdb30639d47fb9d9d899553b96cfd8;92228.74182;-277.2486572;2798.639061;3752.094733;267.2382606;3348.622005;-1273.060149;19.72970899;48.5621915;CSP+;0.061792373;0.044136963;-11730.59113;5.559577973;6.609193352;8.926412517;-10.60074193;2274.083385;128803.5268;VRAI
966;1.955086279;2.138663521;60.5580239;-0.060753887;4423.568364;8ca1d49e0ab7afad1154638116680f17aebb3849;4678.978224;-257.5440471;1142.161606;1142.505126;352.0859697;1748.562454;2444.445419;-8.17107813;0.969927362;CSP+;0.050341953;0.103178947;-55348.86505;13.75486377;55.98393186;73.79058436;4.080022752;-64.2176004;126760.0207;FAUX
967;0.91931828;0.936394057;-4.045307651;0.134814933;12990.65374;d2bc5b95b2bc904b30665b804f1635fab75197df;12979.7661;810.082238;7737.055163;1636.488133;2004.675168;699.2147045;-63.8290685;3.969181886;-5.18613243;CSP+;-0.024028937;-0.0292705;180652.6034;-0.262412828;-2.772979617;-4.193765603;3.170954471;2565.833101;132706.9954;FAUX
968;1.980957559;3.798654463;28.13196947;7.073234707;237741.2549;3362748fbd98d2a95fdf0b38dcc8dd3bcab2800b;237450.7249;8414.957911;11072.64461;2428.638891;8215.635655;3737.077296;6643.945923;11.44939374;-3.888041447;CSP-;0.089522972;0.021731843;284124.4426;37.32842147;30.44122277;57.02346804;170.0398402;2712.577337;228378.0964;FAUX
969;2.021169764;2.004373103;47.79047719;6.70312765;-5316.387518;088876b43c7bc4560079634da4bf4f47037f0ce9;-4605.715688;-5643.704535;10038.33579;-2579.091075;-427.5288377;-2634.871277;-3153.667946;-17.36876498;-12.93717708;CSP-;-0.118124282;-0.077545166;100821.9542;1.094055814;-0.408030772;0.282203821;-25.80491312;-685.244293;123731.7097;VRAI
970;2.033842893;2.209826245;29.6628032;6.087813623;145785.7249;d9339ab63a6eee93145d065916254168c2d368af;146603.7169;-2970.180879;10438.35076;1882.130618;1407.968432;2813.828299;3925.806865;-21.921388;-20.61437249;CSP+;-0.149667363;-0.07811954;274171.6449;-3.285052101;-5.743544718;-6.247277449;-5.994919181;583.6310355;160877.6183;FAUX
971;2.00003426;2.076913206;49.23220524;0.295605618;7197.47225;1d0b7b368678f2139c149cbd5fdf4debc818017a;6827.738192;7884.762925;-5268.104793;2304.44148;3875.59238;2507.133393;3743.890157;-6.609769982;10.91215259;CSP-;-0.061094003;-0.047744498;-336486.7226;20.34093575;28.91617829;33.53063386;512.6517212;1670.671492;138160.3763;FAUX
972;1.972512055;2.028813947;77.02706999;-0.052228081;-6355.648707;ecd271006acea6de9f9f8892761216f7ce4aa4bf;-6652.054277;7417.654654;3668.622694;2677.400988;3773.458147;2114.222806;7027.475093;11.1335615;6.075987642;CSP-;0.117335696;0.149048963;380992.7187;-1.630644182;-1.590521098;-2.346658903;6.535030914;1136.992926;131832.9604;FAUX
973;1.038555897;1.132977941;0.491244738;-0.689168367;245.916782;a2d1c0fd68f83ac0367f6de79954a41e91f9b80d;602.2944704;2993.404747;51634.92147;1503.442029;-1111.178788;-403.7299376;3068.993133;-8.638005019;-7.543403727;CSP-;-0.056937263;-0.03116203;269296.6383;6.827912993;8.11258454;9.261730619;-12.04454847;885.8297691;129784.9147;FAUX
974;1.018850146;0.952777973;0.908966088;0.338296265;4971.663132;fbcbbe88616586119292d1f2a6aa977c7dbeb123;4999.466126;3029.781084;5735.687329;7120.528904;3508.978284;6131.901441;-1260.47283;-15.35870347;-24.30199041;CSP+;-0.108721045;-0.056419348;184591.6166;7.042952827;6.855464535;9.777646991;167.103832;2579.102377;122823.2646;FAUX
975;2.01641233;1.889249481;76.51103271;-0.371851502;-35268.96405;6f702019c1d52485b491b75cf2eeb5312b247260;-35446.98078;-3123.242993;49767.48415;1176.89073;-2174.302609;4191.495309;23894.62253;8.906080099;12.7399925;CSP-;-0.00598658;0.01206017;197918.6278;-2.413348564;-3.593557004;-4.772113009;-8.879716003;158.5404284;116898.7727;FAUX
976;2.042300839;4.078217597;41.93719041;6.144219021;244669.8803;aabdc2482a921206df9db22382e02e84456f0bb6;245088.5433;11408.15722;12356.85;10718.17349;8987.587336;13113.034;2866.733334;21.51116221;10.33250092;CSP+;0.079361486;0.012146772;-70509.42029;21.96354488;29.14150161;39.577519;406.9913435;8164.890278;258196.8143;VRAI
977;0.969363812;2.935649185;-2.392309308;7.241340739;111433.5358;40bf955e1e8f46d59b9060d278d2d46775a3611a;111494.0969;2906.51358;-3553.609425;513.7825531;1617.582641;1927.448655;667.6939089;1.252313781;-27.15604876;CSP+;-0.079650963;0.872882196;107537.7752;4.810357342;5.232928419;2.848155134;102.5856384;2263.020171;122762.1918;FAUX
978;2.013726466;2.059368652;26.06378136;5.966131735;174401.1411;90e1d0a55aa30cb1443911affee6387c5bf05377;174713.9634;-60.05334831;1206.260952;-567.4387593;-224.7634895;-1687.66476;1052.778503;15.57661142;116.2731704;CSP+;-0.008091615;0.038957239;-2093.593168;-3.336483091;-3.880878436;-5.175809596;-22.10191373;1657.708222;34627.62477;FAUX
979;1.050042565;1.025350664;1.922382967;0.271241703;15964.16724;82783801acf086107d706c7f19ca0e48d4d05533;16050.40459;-650.4271624;7342.432966;-3735.807183;2583.807452;220.4961202;3510.851349;-1.052192276;-7.102126222;CSP-;0.042343651;-0.048705891;172855.0555;2.069162623;3.425686174;2.771586325;90.20774889;-830.3381276;124929.7385;FAUX
980;1.01560239;0.983740054;0.6014545;7.310592329;32812.82086;80eb89d76ef1669a67b65419babfa5acbd8037c3;23866.11229;4547.011454;9358.684521;2961.090238;3847.977484;3742.495007;3474.614417;-3.857592567;-6.371519055;CSP+;0.089021645;0.083765978;288279.9564;10.00373581;14.00274983;15.60616228;114.2456092;2620.743084;129096.9938;FAUX
981;2.140300876;2.10276131;71.07079315;13.25548894;14667.02166;3534960defbd5dc7c549e14d2e6b5c0bbfb522ec;-1732.464255;48443.84574;-277.898615;9620.663963;6281.431378;11395.94358;81985.89879;23.7659214;69.69427705;CSP+;0.036995364;0.113150995;90065.06056;95.12573372;155.4118194;182.3223526;144.6839571;6425.489968;125083.9363;VRAI
982;2.016919094;2.027341057;30.80835353;6.565843079;249301.2675;889706cd544ad18b6cfbb043a33fe52863ad380f;248534.0853;4394.063056;9614.66378;11451.09737;9356.231638;9960.997039;13063.05707;10.55106613;9.252052951;CSP+;-0.042168825;0.034978238;141074.694;9.212341579;5.157063423;7.367352635;207.0094401;6178.429553;17011.44802;VRAI
983;1.98998584;1.861615248;63.35068972;0.074295966;-7273.488164;a6ba7c7767222f3fa09ee96265b8e2ade32d57d1;-7753.415013;6763.124746;5393.254921;1700.040718;719.1217585;7652.559377;7657.618354;-7.191653392;-15.29016779;CSP-;-0.1242218;-0.145187228;-44675.43797;14.07105539;15.2640644;17.01838485;73.49596944;5012.207909;121467.3835;FAUX
984;1.963719484;1.998179865;24.35712355;0.090491844;10520.42256;f39dab0d1f3a77e6dd0f7def7ed3170a6b3e3277;10169.90431;3517.239299;4857.450922;1859.905147;-1174.629766;1859.732391;2147.745169;50.89600918;309.1811657;CSP+;0.063957584;0.093361967;158939.0949;24.11018839;25.02740094;37.2767759;93.38009988;1555.124436;140713.3874;VRAI
985;1.909044657;1.79087988;51.00355733;12.44340753;21343.5976;9b3f59449ef8d255071b84e01553f678496e242a;12220.40941;6772.313154;-1839.888855;999.6121794;245.140459;2647.725292;-2153.026479;19.35356744;97.24307844;CSP+;1.072403783;2.097426539;-87936.91468;-3.237356202;-6.195927123;-6.763609336;17.66473334;1216.061823;119275.2998;FAUX
986;1.964272522;1.82789611;32.97494536;5.909200205;147825.9072;49a7d04a9060234ee085371784765025f5ffe24c;146980.9552;8172.975883;8691.949815;5473.110362;1416.264725;5231.944485;210307.3715;-3.40154644;2.605301514;CSP-;0.004081026;0.022701739;59577.30406;4.65444443;6.787000953;8.52162399;252.3006446;4566.388527;164650.5778;FAUX
987;1.064110976;1.068361529;1.585999713;0.36878957;13014.09547;2f04307e7ef7997285abe9156f01010fb748696d;12587.50555;-953.9442219;44114.4946;-1108.351636;-1382.355677;4640.575755;74.27123361;-1.388123239;-24.41252431;CSP-;1.010779401;0.056205611;-41651.34441;4.046971238;3.534126464;3.791776483;-21.7376664;-474.7801254;123184.701;FAUX
988;1.988224591;4.887696383;45.67524482;12.37036977;2837.210997;cd51004deb75454154c1b5d7d7cb2e22d754b4a5;-810.137563;1125.528311;-533.7832684;2836.579685;5588.678571;445.9775448;1905.721403;-12.33034722;15.46558886;CSP-;0.096682764;0.080472737;-168586.7156;1.252243536;5.562882874;5.372924958;370.2165886;2026.668768;132351.8867;VRAI
989;2.046529074;2.055633987;33.76879564;6.007424695;288809.808;13198a90caa4f69c0abd7a807a4c62b4db0687b8;289453.8979;3434.001453;-422.7513304;4703.315009;1995.865608;5668.714536;-972.8250693;18.41361665;23.32604492;CSP+;0.055711034;0.099638456;-78147.89639;18.37071516;16.08011039;27.90687714;257.2133813;369.6639956;305395.8584;VRAI
990;1.036194371;1.012057607;1.522176251;0.48521821;-3394.866513;3eb90bbec13c204a560032a14a8aa82d24557832;-2851.629607;5389.428919;63511.24046;39391.20518;5284.498533;21697.81789;4565.99338;-0.480246971;-10.03036402;CSP+;0.093857025;0.10849301;1081230.565;6.097709875;10.21602993;15.43939446;52.4954682;17831.41051;127107.9422;VRAI
991;1.022260555;0.9460928;1.807021811;-0.611299983;-4693.199565;778b7a13be0aaf47493e8674f5c41145e5ab8b17;-4398.160607;1264.669231;37078.267;2233.91369;3132.223891;1723.082531;1881.120444;-9.707561783;9.622350378;CSP-;-0.049628485;-0.041574728;290900.5175;3.825000831;5.385133943;6.508137183;12.5673914;1407.762875;135030.2161;FAUX
992;1.018370476;0.950577985;0.720313016;6.236164263;-5810.886781;09a762fe695a83be4177843dd8421a8a950c3396;-7671.148408;-4766.555355;4749.202834;-1826.371381;-1328.456715;-394.0335463;-6714.00114;909.1770835;630.310893;CSP+;1.944122039;2.075807863;-35259.62845;-3.424731178;-4.724092588;-5.668316896;-9.513417745;-97.27970255;125205.1205;FAUX
993;1.946373372;1.810122212;57.16381454;0.172737217;-7101.123761;20cef065fb6777b2f019e7688ed0a050be5b6158;-7177.544423;1600.208485;2716.901914;478.0410743;528.4090923;277.997895;-62.69301174;11.38445937;-5.876728208;CSP-;0.095804523;0.099155314;29833.1355;19.21020216;44.99855342;55.72111984;117.9173982;-5.595110228;133573.6307;VRAI
994;1.976159283;1.973513782;24.6413555;6.86291535;-9380.96764;e9bfee4a717370c261db4de09f2ab677400eacc4;-12000.63829;1875.913401;10082.59695;-1493.654906;628.5381281;-47.48509716;-3826.344799;320.3366287;859.5657175;CSP-;1.9862086;4.104015783;164154.6783;19.18967821;20.6247769;26.35906546;136.7371133;-73.09618617;123689.6974;FAUX
995;1.96808456;1.918316425;56.82240705;6.097131468;151870.296;490f379c45fc9445836df993f2aa90fd21fca8ec;152698.1814;659.6208231;-3973.718265;-51.41162854;-1421.349453;182.8632676;2525.565102;10.03682908;24.5423309;CSP-;0.073889977;-0.039697256;-322439.6587;1.769603695;1.833153242;2.122747927;-2.275168606;705.3812393;142212.6572;FAUX
996;0.951673767;0.80876097;-2.618304625;0.173767403;9127.245908;c8b6df201f71f09f0532d1a38dd28825b793d1c9;9025.843867;3709.495261;795.809781;3165.266528;1138.897014;1878.530509;48.37339237;-9.70553675;-21.22170812;CSP-;0.044121489;1.046114041;-145916.4432;2.281718975;6.4009249;8.770909623;2.311142625;3247.716121;130302.7363;FAUX
997;0.95988124;1.044175722;-2.708670687;-0.096666998;6219.547982;3ad83411857ad8c31ef1f2f5a71bbeb9c6296f37;6854.66343;-452.3129942;-955.0163474;-3834.206407;2188.113939;-5536.89382;2133.948831;31.40434067;52.0841934;CSP+;0.110785827;0.117225251;88299.20072;13.99486551;10.49118234;11.3390684;26.89407774;-1866.172989;123703.5262;FAUX
998;1.995857705;2.829715562;44.75006091;6.746468413;141505.2745;840fbcd529bcf6b20d91bc00b14e8c2f1910bde5;141215.7789;-335.9710053;4764.734356;3799.769712;6552.345439;2415.320022;3972.979785;-10.54909466;-2.491965936;CSP-;-0.037290246;-0.027737837;94535.98257;40.50044954;82.03868609;92.84249275;181.6515473;4923.317695;148630.0074;FAUX
999;1.02491743;1.055253144;0.963822593;-0.752534474;-18737.94673;b885548475fce07e2e52b02576e094ee7515e310;-18620.24632;532.2875161;6984.050756;-1431.859861;1154.769567;-1378.92454;-781.112007;-9.426558058;-6.093551525;CSP-;-0.052259143;0.062987012;47810.08743;-2.941714585;-6.320499314;-7.633937589;24.23445849;-858.4575785;128824.6366;FAUX
1000;2.009537831;2.053944776;42.68494208;0.651789361;3580.905512;cf564bac3ad5d41311b4622cccafd3d927232145;3000.513079;-293.5317397;11278.29077;1911.227166;5469.696052;823.6501623;687.1322798;-0.380178477;-18.97646054;CSP-;0.061182478;0.130199717;138293.9502;22.39196378;34.42700831;46.25036582;24.66191955;1149.328101;118752.4769;FAUX
1001;2.078764088;2.142086465;55.88712637;13.31860672;48498.98997;c6f5a396f2adc45014ee2195995ba6fbd4ccbd2f;49078.36803;7039.481967;3942.895641;-1290.103722;5338.796519;1479.205519;13009.69105;-1.623281676;-1.67266629;CSP+;-0.017416543;0.016020235;195540.6391;59.40922191;76.57842348;93.13320627;121.0956113;2059.35712;130510.6363;VRAI
1002;0.929058476;0.905700175;-1.816551741;5.956753861;121517.608;677963547b4c64158f003b0e813eca61397c4856;121437.8307;177.2434868;3044.993794;-201.5422278;1545.19143;1956.64494;1894.321837;-7.771908628;-13.36974292;CSP-;-0.045641656;0.014060473;278203.2616;-5.997442321;-6.81813526;-7.128237876;-22.653605;11.75046177;130195.0706;VRAI
1003;1.021278439;1.145834651;1.654609924;12.79274159;16356.95588;d29525248f011c9531e4ad65f549ea76f96bf3d9;2637.743652;-5814.732999;15315.86018;1153.258345;839.5817899;17.23884949;-3904.381874;1.693413708;14.94335282;CSP+;0.164679602;0.162727188;174609.7919;200.4115988;250.8727692;365.8864426;17.89950456;-844.6796915;19799.38883;FAUX
1004;1.944440708;1.754849949;63.01834677;6.738774745;25970.02379;4e02e1a47b67aa75120d1092ea511338519ce043;24906.77316;7594.551268;3497.099797;1290.289918;1479.949606;51.5348189;3978.202895;9.481165992;10.1636995;CSP-;0.096577209;0.176453497;150828.6116;-2.20639766;-1.79203695;-1.442436298;507.842184;2781.929311;124213.726;VRAI
1005;1.004715916;0.985078474;0.277899084;6.079059252;156554.8416;ced9ca6893b93cac964d6f7394c6c0b6ada1252a;156560.295;-1499.294768;-2497.819075;-2825.991824;-2975.18297;-1596.665562;6169.257719;-7.751718469;-4.71984087;CSP+;0.030823024;0.096034303;-44691.6111;1.347648318;2.732952466;3.291060214;80.53662464;-1860.389849;138748.9179;VRAI
1006;1.965861126;1.966800888;51.38153997;6.602840154;31047.05842;7b1e6df55e51f9b7aa704601972ccdc4772b4131;31055.58075;524.8213093;13038.29105;8454.521614;30.46879591;6445.824361;1290.106625;8.944991302;-19.64517694;CSP-;0.057998542;0.027711982;394112.2656;45.2564039;42.19226567;50.88459878;86.34061071;5144.759149;22876.67551;FAUX
1007;2.014862149;1.987736151;42.88937966;6.030495476;218687.5054;ebc95e65a2e0699a1702a6b8f9e8887e812a8ad5;219632.7154;4883.888804;2486.922727;-2545.886312;121.5833755;-758.7418432;5022.581084;-6.265031431;-0.064472105;CSP-;0.046011804;0.013086185;90882.98303;1.795536738;1.573054593;1.820646449;17.35440868;667.4580612;126379.9761;FAUX
1008;1.992736929;2.924619467;49.77024915;6.906805918;91973.33717;fab0c59b13ec987ce1b9409f4672d7f3b461b51b;91327.68506;7398.696609;119.0262501;7869.482874;4409.886294;7654.448135;92050.04768;9.763411815;-1.207335364;CSP-;-0.031900343;-0.013098248;-238013.9829;25.3855283;21.90740212;40.44107991;248.3079471;2510.152544;89864.20066;VRAI
1009;0.991435335;0.940611704;-0.699060385;6.869617061;95219.44766;74a68fcdbb98f10080218efffda2a338c7b02c71;95694.86782;-5422.742826;3665.368046;-864.2396891;-4046.48029;-2396.739441;1057.238941;22.74785774;-2.013080608;CSP+;0.003419068;0.027598157;-34703.23142;3.580581076;13.70788341;15.25265273;8.246506469;108.2975431;127290.2213;FAUX
1010;1.984416741;1.91530318;23.40979538;6.761591956;162828.508;48cde509fb565e01f3cbe2ca9211c9389554310b;163010.4391;-738.8907838;-410.0204813;62769.49052;16137.16451;59835.27489;10034.36661;7.39703385;5.25159851;CSP+;-0.078780705;-0.184632636;61056.49515;45.49648862;35.01501525;51.28453854;323.6106667;50804.1752;162708.6202;FAUX
1011;1.07881605;0.944425692;4.559322478;7.211046113;88839.82435;5d84f52b9fb08e46a0ab56f2550ba0c83aaaa5c7;88719.35043;-2412.489593;725.4589657;1992.418988;157.2948305;2539.956396;-2617.891474;-20.44351005;-12.0413599;CSP-;-0.10635746;-0.087827837;-333911.0612;0.937052923;0.393749451;-0.868857659;0.124340696;1778.850584;122308.5823;VRAI
1012;1.955194574;1.897370376;53.37876546;6.472038972;10247.90401;b25ca7fbf84cdcfe0c6a6a1f827141863bba84c0;7795.340136;2024.277975;6501.063491;2715.396499;2146.511844;4241.206227;5633.22162;22.00512054;17.71033287;CSP+;0.084601371;0.077270724;142507.8961;-0.54278271;2.805403075;2.620732467;-0.04247307;-483.9462872;135144.3519;FAUX
1013;1.926963835;2.860474139;26.24740983;-0.535751243;-2931.937406;d16c065b51225f2bd6d3ad90ef72ecdc64bc84ef;-2627.2524;8629.507286;10181.15053;-1860.304183;1589.339743;1592.458744;8609.957089;4.022289391;-16.18761426;CSP+;-0.081187045;-0.112359779;168391.2019;4.136798357;8.547722812;12.68787219;38.02007311;-2368.963337;127104.1071;VRAI
1014;0.943396622;1.837472715;-0.434476406;6.442484539;14880.76647;bfd4acc20c70d53b7f58a281eeda8d25cd8d6ba8;14301.31363;6979.114741;268.6059627;7234.220057;2212.657961;7601.232866;2477.787688;-19.01574867;3.127873964;CSP-;0.064326922;0.151881867;-34454.92006;47.90316579;59.56374729;67.67968899;38.42731781;3970.179454;124080.12;FAUX
1015;0.986443032;0.96479233;0.364182853;0.094163682;-9930.894355;676744e22e991ff25381116044c284c4b5ed53a6;-9309.85141;5582.526874;9635.998444;7436.441198;6271.47553;4915.381269;2432.389046;-11.76782464;-14.40802858;CSP-;-0.117177503;-0.066056461;200468.1803;26.19462167;20.598707;26.671608;24.1714712;3947.525531;129023.7904;FAUX
1016;2.014615581;2.113473883;27.36022427;6.061193882;214984.6533;fbf6db39d8d2c89f4c08903311f5e88c0b78c9c1;216113.8009;4940.310804;6732.435184;2603.945018;2223.022527;506.2122495;3422.215261;13.24576739;8.005972488;CSP+;-0.027180659;0.000605303;-95425.27602;1.46007319;4.034180321;3.214502742;8.944350498;1706.828408;228869.7253;FAUX
1017;1.961638636;1.937172405;47.57905948;13.0791524;168538.4475;91cb9b135dbf04b534bebbe9ff65c2c541cdbce0;156322.2253;836.1337964;11006.05529;2368.699549;6479.262059;2780.036248;6331.298747;-5.652288259;2.938421521;CSP+;-0.043357932;-0.084241488;228987.9002;84.99578405;86.17411509;108.7913842;158.9693784;2099.682243;22594.89934;VRAI
1018;2.055472032;2.035851577;66.97209782;6.836174087;8724.114457;6210977d8761c1f4236f9492cd877375c27e65a4;1225.329888;3074.932168;9415.295074;2726.909163;1076.519535;2418.844907;4921.76688;18.4319776;-0.35770543;CSP+;-0.005149001;0.051873646;140938.0077;76.13971987;101.6697204;116.7286947;57.36170138;4687.249449;129934.9873;FAUX
1019;2.002506533;2.064607433;49.6793782;-0.149504527;-6056.522502;03fb3e29a11d0ceb9bd54d8050294a03c2e484e6;-5480.107944;-3043.3802;7335.621927;12134.61261;1209.960235;627.7855091;815.467105;4.855355907;7.661486407;CSP+;0.032032246;0.095185409;46868.1711;92.75207425;86.97274225;106.5749729;11.93165425;12725.27512;139416.0923;FAUX
1020;1.925025408;1.825529183;53.24085311;7.056207742;70922.68796;2b057227b3dad9deb81514b07c4195daf623604b;70658.79927;1248.447262;229.4585066;2684.452627;4124.437534;2115.994599;5486.838335;-4.352248267;-5.385645228;CSP+;0.135088607;0.048665657;20021.75122;0.713504104;3.162001965;4.273846031;27.34302799;1749.301788;127808.7981;FAUX
1021;1.989004123;4.04479569;33.98613452;6.30359364;252600.5854;b41bed521bdf42f017501c02bddf97711df6d8d7;252569.8684;5600.043707;5166.867027;3689.88277;967.9819089;2430.27354;53742.98491;-7.391366354;3.584949094;CSP+;0.050403798;0.020620072;266914.6025;-0.224463478;0.481422816;-0.045605776;203.8274324;2289.915481;258484.7253;FAUX
1022;1.974296012;1.926111745;56.95724481;7.151695803;35000.57375;18c5a4a2c074f44cbbc7042efdb468cb9e436406;6030.3885;-102.8987451;6536.819592;5099.094881;3441.070736;7142.842815;7324.553925;7.141317127;10.2192465;CSP-;0.051974122;-0.002216105;320098.3369;8.212160685;6.140274722;5.9583378;66.80562185;-1039.047462;126904.6851;VRAI
1023;2.044537527;3.154762944;37.23476698;7.053056636;232450.3882;e4d0c4062b47f487c56620700a6c196a909e8e4c;232195.0566;4042.102612;-1278.118323;13053.12587;5887.778152;14965.39173;4138.37303;-16.43841079;-30.85350303;CSP-;0.043596844;-0.023959803;114910.7485;82.9973348;79.91614069;82.63286343;145.4532854;4750.762708;128989.2438;FAUX
1024;1.994854227;1.86407882;29.34197868;6.2076558;273615.8384;1d12f35989e1e8a97a90b110a870c35d0acf682f;273798.8518;2981.082567;7820.043699;5916.498613;1182.425414;4676.86886;6224.298739;-5.718755905;-11.2900394;CSP-;-0.062860758;-0.06066923;338625.7978;5.045997626;5.987697135;6.407087004;229.7865074;3628.501402;134444.9475;VRAI
1025;1.020772183;1.064319734;-1.147006722;12.98729098;31662.80834;395a1cc675be790f5670ffe67ac48041644c5f19;8803.341182;-3293.413097;-2381.534607;9356.267054;15940.63265;1365.404839;10555.07275;-3.668339107;-11.4095957;CSP-;-0.029637515;-0.000338943;-136646.1686;136.4439963;140.8976637;196.4587352;117.0259251;-682.7426772;38525.21698;FAUX
